,出现次数,召回率,查准率,f1-score
super_mario-鼠标垫/贴/腕垫,1.0,0.0,0.0,0.0
super_mario-马克杯,1.0,1.0,1.0,1.0
super_mario-钥匙扣,1.0,1.0,1.0,1.0
super_mario-现代装饰画,1.0,1.0,1.0,1.0
stussy-休闲鞋,1.0,1.0,1.0,1.0
super_mario-手机贴纸,1.0,1.0,1.0,1.0
super_mario-动漫毛绒/抱枕/坐垫,1.0,1.0,1.0,1.0
super_mario-其它苹果配件,1.0,1.0,1.0,1.0
stussy-短袖Polo衫,1.0,1.0,1.0,1.0
stussy-男运动t恤,1.0,0.0,0.0,0.0
valentino-耳环,1.0,1.0,0.5,0.6667
stussy-时尚/休闲套装,1.0,1.0,1.0,1.0
stussy-拎包/手提包,1.0,1.0,1.0,1.0
valentino-耳钉,1.0,1.0,0.25,0.4
valentino-乐福鞋,1.0,1.0,1.0,1.0
vacheron_constantin-石英表,1.0,1.0,1.0,1.0
the_north_face-衬衫,1.0,1.0,1.0,1.0
tiktok-马克杯,1.0,0.0,0.0,0.0
ufc-Polo衫,1.0,1.0,1.0,1.0
tommy_hilfiger-T恤,1.0,1.0,1.0,1.0
ufc-时尚/休闲套装,1.0,1.0,1.0,1.0
tommy_hilfiger-S型连衣裙,1.0,1.0,1.0,1.0
ufc-马克杯,1.0,0.0,0.0,0.0
tom_ford-单肩包,1.0,0.0,0.0,0.0
ugg-平底凉鞋,1.0,1.0,1.0,1.0
umbro-Polo衫,1.0,1.0,1.0,1.0
tom_and_jerry-男式板鞋,1.0,0.0,0.0,0.0
tom_and_jerry-时尚拖鞋,1.0,0.0,0.0,0.0
tom_and_jerry-情侣家居服套装,1.0,0.0,0.0,0.0
tom_and_jerry-帆布鞋,1.0,0.0,0.0,0.0
tom_and_jerry-套装（不包含爬服类）,1.0,0.0,0.0,0.0
tom_and_jerry-T恤,1.0,0.0,0.0,0.0
tods-厚底凉鞋,1.0,1.0,1.0,1.0
tissot-石英表,1.0,1.0,0.3333,0.5
timberland-马克杯,1.0,1.0,1.0,1.0
timberland-短袖T恤,1.0,1.0,1.0,1.0
timberland-男运动中长裤、短裤,1.0,1.0,1.0,1.0
timberland-欧美模特套装,1.0,1.0,1.0,1.0
timberland-夹克/外套,1.0,1.0,1.0,1.0
tommy_hilfiger-坡跟凉鞋,1.0,1.0,0.5,0.6667
uefa-时尚/休闲套装,1.0,0.0,0.0,0.0
transformers-凉鞋,1.0,0.0,0.0,0.0
tommy_hilfiger-西装,1.0,1.0,1.0,1.0
toy_story-儿童/小学生书包,1.0,0.0,0.0,0.0
tous-胸针,1.0,1.0,1.0,1.0
tous-耳钉,1.0,1.0,0.2,0.3333
tottenham_hotspur-马克杯,1.0,1.0,1.0,1.0
toy_story-单肩包,1.0,0.0,0.0,0.0
tottenham_hotspur-套装（不包含爬服类）,1.0,1.0,1.0,1.0
tory_burch-拎包/手提包,1.0,1.0,0.2,0.3333
tory_burch-妈咪包/袋,1.0,1.0,1.0,1.0
tory_burch-休闲鞋,1.0,1.0,0.1667,0.2857
tommy_hilfiger-衬衫,1.0,1.0,1.0,1.0
tommy_hilfiger-女士吊带/背心,1.0,1.0,1.0,1.0
toy_story-平底凉鞋,1.0,0.0,0.0,0.0
tommy_hilfiger-男运动长裤,1.0,1.0,1.0,1.0
toy_story-短袖T恤,1.0,0.0,0.0,0.0
tommy_hilfiger-男士健身套装,1.0,1.0,1.0,1.0
tommy_hilfiger-欧美模特套装,1.0,0.0,0.0,0.0
toy_story-连身衣/爬服/哈衣,1.0,0.0,0.0,0.0
toyota-Polo衫,1.0,0.0,0.0,0.0
toyota-男士背心,1.0,0.0,0.0,0.0
toyota-短袖T恤,1.0,0.0,0.0,0.0
timberland-休闲皮鞋,1.0,1.0,0.3333,0.5
tiktok-苹果手机保护壳/套,1.0,1.0,1.0,1.0
the_north_face-西装,1.0,1.0,1.0,1.0
tiktok-男士背心,1.0,1.0,1.0,1.0
thom_browne-时尚/休闲套装,1.0,0.0,0.0,0.0
thom_browne-斜挎小包,1.0,0.0,0.0,0.0
thom_browne-帆布鞋,1.0,0.0,0.0,0.0
thom_browne-宠物服装/雨衣,1.0,0.0,0.0,0.0
thom_browne-女式钱包,1.0,0.0,0.0,0.0
universal_music_group-男运动中长裤、短裤,1.0,0.0,0.0,0.0
thom_browne-夹克/外套,1.0,0.0,0.0,0.0
thom_browne-其他收纳包,1.0,0.0,0.0,0.0
thom_browne-其他手机保护壳/套,1.0,0.0,0.0,0.0
thom_browne-其他DIY饰品配件,1.0,0.0,0.0,0.0
thom_browne-休闲短裤,1.0,0.0,0.0,0.0
thom_browne-三星手机保护壳/套,1.0,0.0,0.0,0.0
thom_browne-X型连衣裙,1.0,0.0,0.0,0.0
the_simpsons-项链,1.0,0.0,0.0,0.0
the_simpsons-其他Polo衫,1.0,0.0,0.0,0.0
the_rolling_stones-贴纸/贴画,1.0,1.0,1.0,1.0
uno-桌游卡牌,1.0,0.0,0.0,0.0
the_rolling_stones-贴纸,1.0,1.0,1.0,1.0
the_rolling_stones-欧美模特套装,1.0,1.0,0.5,0.6667
the_north_face-马克杯,1.0,0.0,0.0,0.0
the_north_face-防晒衣,1.0,1.0,1.0,1.0
thom_browne-汽车装饰贴,1.0,0.0,0.0,0.0
thom_browne-牛仔短裤,1.0,0.0,0.0,0.0
thom_browne-牛仔长裤,1.0,0.0,0.0,0.0
thrasher-时尚/休闲套装,1.0,1.0,1.0,1.0
tiktok-帽子,1.0,1.0,1.0,1.0
tigger-贴纸,1.0,0.0,0.0,0.0
tigger-女士睡衣/家居服连体裤,1.0,0.0,0.0,0.0
tigger-套装（不包含爬服类）,1.0,0.0,0.0,0.0
under_armour-墨镜,1.0,1.0,1.0,1.0
tiffany_co-手链,1.0,1.0,1.0,1.0
under_armour-宣传单/海报/说明书,1.0,1.0,1.0,1.0
under_armour-男运动t恤,1.0,1.0,1.0,1.0
under_armour-男运动中长裤、短裤,1.0,1.0,1.0,1.0
thomas_the_tank_engine-餐具气球等其他聚会装饰,1.0,0.0,0.0,0.0
under_armour-西装,1.0,1.0,1.0,1.0
under_armour-男运动套装,1.0,1.0,1.0,1.0
thomas_the_tank_engine-充气床,1.0,0.0,0.0,0.0
thom_browne-靴子,1.0,1.0,1.0,1.0
thom_browne-被子/蚕丝被/羽绒被/棉被,1.0,0.0,0.0,0.0
thom_browne-衬衫,1.0,0.0,0.0,0.0
thom_browne-短袖衬衫,1.0,0.0,0.0,0.0
thom_browne-睡裙,1.0,0.0,0.0,0.0
thom_browne-男士骑行服,1.0,0.0,0.0,0.0
under_armour-短袖T恤,1.0,1.0,1.0,1.0
vans-女学生鞋,1.0,1.0,1.0,1.0
star_wars-钥匙扣,1.0,1.0,1.0,1.0
star_wars-现代装饰画,1.0,1.0,1.0,1.0
puma-男士内裤,1.0,1.0,0.25,0.4
ralph_lauren-T恤,1.0,1.0,1.0,1.0
ralph_lauren-S型连衣裙,1.0,1.0,1.0,1.0
versace-西装,1.0,1.0,0.3333,0.5
queen-马克杯,1.0,0.0,0.0,0.0
queen-项链,1.0,0.0,0.0,0.0
queen-连体长裤,1.0,0.0,0.0,0.0
queen-耳环,1.0,0.0,0.0,0.0
queen-无檐帽,1.0,0.0,0.0,0.0
queen-其他连衣裙,1.0,0.0,0.0,0.0
qeelin-项链,1.0,0.0,0.0,0.0
qeelin-耳钉,1.0,0.0,0.0,0.0
pump-男士内裤,1.0,0.0,0.0,0.0
versace-连体短裤,1.0,1.0,0.5,0.6667
puma-马克杯,1.0,1.0,1.0,1.0
puma-长袖衬衫,1.0,1.0,1.0,1.0
puma-连身衣/爬服/哈衣,1.0,1.0,1.0,1.0
puma-足球鞋,1.0,1.0,1.0,1.0
puma-西装,1.0,1.0,1.0,1.0
puma-衬衫,1.0,1.0,0.3333,0.5
puma-苹果手机保护壳/套,1.0,1.0,0.3333,0.5
puma-男运动中长裤、短裤,1.0,1.0,1.0,1.0
ralph_lauren-休闲长裤,1.0,1.0,1.0,1.0
ralph_lauren-女士瑜伽裤,1.0,1.0,1.0,1.0
ralph_lauren-打底裤,1.0,1.0,1.0,1.0
ray_ban-彩色太阳镜,1.0,0.0,0.0,0.0
reebok-板鞋,1.0,1.0,1.0,1.0
versace-男式睡衣/家居服套装,1.0,0.0,0.0,0.0
reebok-其它手办,1.0,1.0,1.0,1.0
versace-男式速干T恤,1.0,0.0,0.0,0.0
red_bull-短袖Polo衫,1.0,1.0,1.0,1.0
versace-皮带/腰带,1.0,1.0,0.0909,0.1667
red_bull-帽子,1.0,1.0,1.0,1.0
versace-眼镜盒,1.0,1.0,1.0,1.0
real_madrid-短袖T恤,1.0,0.0,0.0,0.0
ralph_lauren-风衣,1.0,1.0,1.0,1.0
versace-袖扣,1.0,1.0,1.0,1.0
ralph_lauren-防晒衣,1.0,1.0,1.0,1.0
ralph_lauren-长袖Polo衫,1.0,1.0,1.0,1.0
ralph_lauren-西装,1.0,1.0,1.0,1.0
versace-砂锅/石锅,1.0,1.0,1.0,1.0
versace-耳钉,1.0,1.0,0.0312,0.0606
versace-胸针,1.0,1.0,0.0833,0.1538
ralph_lauren-男运动长裤,1.0,1.0,1.0,1.0
ralph_lauren-男运动套装,1.0,1.0,1.0,1.0
ralph_lauren-男式钱包,1.0,0.0,0.0,0.0
versace-长袖T恤,1.0,0.0,0.0,0.0
puma-男士健身套装,1.0,1.0,1.0,1.0
richard_mille-石英表,1.0,1.0,1.0,1.0
versace-项坠/吊坠,1.0,1.0,0.1667,0.2857
prada-三星手机保护壳/套,1.0,1.0,0.5,0.6667
power_floss-固齿器,1.0,0.0,0.0,0.0
vogue-外穿背心/吊带,1.0,0.0,0.0,0.0
porsche-现代装饰画,1.0,0.0,0.0,0.0
porsche-沙滩裤,1.0,1.0,1.0,1.0
porsche-时尚/休闲套装,1.0,1.0,1.0,1.0
porsche-夹克/外套,1.0,1.0,1.0,1.0
poppy_playtime-餐具气球等其他聚会装饰,1.0,0.0,0.0,0.0
poppy_playtime-钥匙扣,1.0,0.0,0.0,0.0
poppy_playtime-聚会装饰套装,1.0,0.0,0.0,0.0
police-男式钱包,1.0,0.0,0.0,0.0
pokemon-钢笔,1.0,1.0,1.0,1.0
pokemon-身体彩绘,1.0,0.0,0.0,0.0
pokemon-贴纸/贴画,1.0,1.0,1.0,1.0
vogue-欧美模特套装,1.0,0.0,0.0,0.0
pokemon-短袖T恤,1.0,1.0,0.3333,0.5
pokemon-男士内裤,1.0,0.0,0.0,0.0
pokemon-牛仔长裤,1.0,0.0,0.0,0.0
pokemon-汽车装饰贴,1.0,0.0,0.0,0.0
pokemon-气球,1.0,1.0,1.0,1.0
pokemon-时尚拖鞋,1.0,1.0,1.0,1.0
prada-乐福鞋/单鞋,1.0,1.0,0.5,0.6667
prada-圆领针织衫/毛衣,1.0,1.0,1.0,1.0
prada-夹克/外套,1.0,1.0,0.5,0.6667
victorias_secret-浴巾,1.0,0.0,0.0,0.0
puma-家居凉拖鞋,1.0,1.0,1.0,1.0
puma-女装卫衣,1.0,1.0,1.0,1.0
puma-坡跟凉鞋,1.0,1.0,0.5,0.6667
victorias_secret-旅行袋,1.0,0.0,0.0,0.0
puma-T恤,1.0,1.0,1.0,1.0
puma-S型连衣裙,1.0,1.0,1.0,1.0
prada-项链,1.0,1.0,1.0,1.0
victorias_secret-无模特套装,1.0,0.0,0.0,0.0
prada-耳环,1.0,1.0,1.0,1.0
prada-礼帽,1.0,1.0,1.0,1.0
vlone-手链,1.0,1.0,1.0,1.0
prada-短靴,1.0,0.0,0.0,0.0
victorias_secret-苹果手机保护壳/套,1.0,1.0,1.0,1.0
prada-皮带/腰带,1.0,1.0,1.0,1.0
victorias_secret-马克杯,1.0,0.0,0.0,0.0
prada-男运动中长裤、短裤,1.0,1.0,1.0,1.0
vivienne_westwood-耳钉,1.0,0.0,0.0,0.0
prada-斜挎包,1.0,1.0,1.0,1.0
prada-手镯,1.0,1.0,1.0,1.0
vivienne_westwood-项链,1.0,0.0,0.0,0.0
versace-男士背包,1.0,1.0,0.3333,0.5
rick_and_morty-时尚/休闲套装,1.0,0.0,0.0,0.0
star_wars-戒指/指环,1.0,0.0,0.0,0.0
slipknot-短袖T恤,1.0,0.0,0.0,0.0
spiderman-儿童/小学生书包,1.0,1.0,1.0,1.0
spiderman-T恤,1.0,1.0,1.0,1.0
spiderman-Cosplay女装,1.0,1.0,1.0,1.0
spiderman-COSPLAY配件/道具/人偶服,1.0,1.0,1.0,1.0
sony-马克杯,1.0,1.0,1.0,1.0
sony-耳机/耳麦,1.0,1.0,1.0,1.0
sonic-马克杯,1.0,0.0,0.0,0.0
sonic-现代装饰画,1.0,0.0,0.0,0.0
sonic-T恤,1.0,0.0,0.0,0.0
sofia_the_first-连衣裙,1.0,0.0,0.0,0.0
snoopy-连身衣/爬服/哈衣,1.0,1.0,1.0,1.0
snoopy-运动鞋,1.0,0.0,0.0,0.0
vans-贴纸,1.0,1.0,1.0,1.0
snoopy-身体彩绘,1.0,1.0,1.0,1.0
snoopy-睡裙,1.0,1.0,1.0,1.0
snoopy-现代装饰画,1.0,1.0,1.0,1.0
venom-三星手机保护壳/套,1.0,0.0,0.0,0.0
snoopy-数码收纳整理包,1.0,1.0,1.0,1.0
snoopy-床品套件/四件套/多件套,1.0,1.0,1.0,1.0
venom-人偶/摆件/硬体公仔,1.0,0.0,0.0,0.0
snoopy-其它园艺用品,1.0,1.0,1.0,1.0
spiderman-其它节庆用品,1.0,1.0,1.0,1.0
spiderman-凉拖鞋,1.0,1.0,1.0,1.0
spiderman-平板电脑保护套/壳,1.0,1.0,1.0,1.0
spongebob_squarepants-情侣家居服套装,1.0,1.0,1.0,1.0
star_wars-人偶/摆件/硬体公仔,1.0,1.0,1.0,1.0
squirtle-贴纸,1.0,1.0,1.0,1.0
squirtle-苹果手机保护壳/套,1.0,1.0,1.0,1.0
squirtle-气球,1.0,1.0,1.0,1.0
squirtle-三星手机保护壳/套,1.0,1.0,1.0,1.0
squid_game-苹果手机保护壳/套,1.0,0.0,0.0,0.0
spongebob_squarepants-项坠/吊坠,1.0,0.0,0.0,0.0
spongebob_squarepants-连身衣/爬服/哈衣,1.0,1.0,1.0,1.0
spongebob_squarepants-笔记本个性小贴纸,1.0,1.0,1.0,1.0
vans-床品套件/四件套/多件套,1.0,1.0,1.0,1.0
spiderman-拖鞋,1.0,1.0,1.0,1.0
spongebob_squarepants-家居凉拖鞋,1.0,1.0,1.0,1.0
spongebob_squarepants-女袜,1.0,1.0,1.0,1.0
spongebob_squarepants-其它苹果配件,1.0,1.0,1.0,1.0
spiderman-连身衣/爬服/哈衣,1.0,1.0,1.0,1.0
spiderman-蚊帐,1.0,1.0,1.0,1.0
spiderman-短袖T恤,1.0,1.0,1.0,1.0
spiderman-汽车装饰贴,1.0,1.0,1.0,1.0
spiderman-气球,1.0,1.0,1.0,1.0
spiderman-文具盒,1.0,1.0,1.0,1.0
snoopy-T恤,1.0,1.0,1.0,1.0
slipknot-时尚/休闲套装,1.0,0.0,0.0,0.0
rick_and_morty-短袖T恤,1.0,0.0,0.0,0.0
slam_dunk-其它手办,1.0,0.0,0.0,0.0
salvatore_ferragamo-框架眼镜,1.0,1.0,1.0,1.0
salvatore_ferragamo-女士上衣,1.0,0.0,0.0,0.0
salvatore_ferragamo-墨镜,1.0,1.0,1.0,1.0
salvatore_ferragamo-卡包,1.0,1.0,1.0,1.0
salvatore_ferragamo-单肩包,1.0,0.0,0.0,0.0
salvatore_ferragamo-乐福鞋/单鞋,1.0,1.0,1.0,1.0
salomon-风衣,1.0,1.0,1.0,1.0
salomon-靴子,1.0,0.0,0.0,0.0
salomon-溯溪鞋,1.0,0.0,0.0,0.0
salomon-时尚拖鞋,1.0,1.0,1.0,1.0
salomon-夹克/外套,1.0,1.0,1.0,1.0
sacramento_kings-宣传单/海报/说明书,1.0,1.0,1.0,1.0
rolls_royce-车模,1.0,0.0,0.0,0.0
versace-正装皮鞋,1.0,0.0,0.0,0.0
rolex-其他手机保护壳/套,1.0,1.0,1.0,1.0
rolex-两件套,1.0,0.0,0.0,0.0
rock_n_roll-马克杯,1.0,0.0,0.0,0.0
versace-沙滩裤,1.0,1.0,1.0,1.0
roberto_cavalli-时尚/休闲套装,1.0,0.0,0.0,0.0
roberto_cavalli-半身裙,1.0,1.0,1.0,1.0
rick_and_morty-耳机配件,1.0,0.0,0.0,0.0
salvatore_ferragamo-男式板鞋,1.0,0.0,0.0,0.0
salvatore_ferragamo-衬衫,1.0,0.0,0.0,0.0
versace-手镯,1.0,1.0,0.0667,0.125
sesame_street-运动鞋,1.0,0.0,0.0,0.0
venom-其它手办,1.0,0.0,0.0,0.0
sk_ii-高跟凉鞋,1.0,0.0,0.0,0.0
venom-宣传单/海报/说明书,1.0,0.0,0.0,0.0
venom-男士背包,1.0,0.0,0.0,0.0
venom-连帽卫衣,1.0,0.0,0.0,0.0
shaun_the_sheep-苹果手机保护壳/套,1.0,1.0,1.0,1.0
versace-三件套,1.0,1.0,0.3333,0.5
versace-乐福鞋,1.0,1.0,0.5,0.6667
versace-亚洲模特套装,1.0,1.0,0.3333,0.5
sesame_street-短袖T恤,1.0,0.0,0.0,0.0
samsung-其他手机保护壳/套,1.0,1.0,0.0909,0.1667
sesame_street-床品套件/四件套/多件套,1.0,0.0,0.0,0.0
versace-其他连衣裙,1.0,1.0,0.1111,0.2
sesame_street-加绒棉拖鞋,1.0,0.0,0.0,0.0
versace-唇膏/口红,1.0,1.0,0.5,0.6667
versace-围巾/丝巾/披肩,1.0,1.0,0.0909,0.1667
sesame_street-休闲短裤,1.0,0.0,0.0,0.0
versace-女士睡衣/家居服套装,1.0,1.0,0.1667,0.2857
versace-女士跑步鞋,1.0,1.0,1.0,1.0
san_francisco_49ers-马克杯,1.0,1.0,1.0,1.0
2022北京冬奥-手机挂件/手机链,1.0,0.0,0.0,0.0
karl_lagerfeld-乐福鞋/单鞋,1.0,0.0,0.0,0.0
nike-休闲皮鞋,1.0,1.0,0.0417,0.08
christian_dior-女士背包,1.0,1.0,1.0,1.0
chrome_hearts-S型连衣裙,1.0,1.0,0.3333,0.5
christian_dior-连身衣/爬服/哈衣,1.0,1.0,0.5,0.6667
christian_dior-连衣裙,1.0,1.0,1.0,1.0
christian_dior-西装,1.0,1.0,1.0,1.0
christian_dior-被子/蚕丝被/羽绒被/棉被,1.0,1.0,0.5,0.6667
christian_dior-衬衫,1.0,1.0,0.1429,0.25
christian_dior-礼品盒/编织袋/包装纸,1.0,1.0,1.0,1.0
christian_dior-眼镜盒,1.0,1.0,1.0,1.0
christian_dior-男士内裤,1.0,1.0,1.0,1.0
christian_dior-电子表,1.0,1.0,1.0,1.0
christian_dior-比基尼,1.0,1.0,0.1429,0.25
christian_dior-框架眼镜,1.0,1.0,1.0,1.0
christian_dior-无模特套装,1.0,1.0,1.0,1.0
christian_dior-手镯,1.0,1.0,0.3333,0.5
christian_dior-女士睡衣/家居服套装,1.0,0.0,0.0,0.0
chicago_bulls-男士足球服,1.0,1.0,1.0,1.0
christian_dior-圆领针织衫/毛衣,1.0,0.0,0.0,0.0
christian_dior-发带,1.0,1.0,1.0,1.0
christian_dior-卡包,1.0,1.0,0.25,0.4
christian_dior-化妆包,1.0,1.0,0.25,0.4
christian_dior-其他手机保护壳/套,1.0,0.0,0.0,0.0
christian_dior-保温杯,1.0,1.0,1.0,1.0
christian_dior-休闲长裤,1.0,1.0,1.0,1.0
christian_dior-三星手机保护壳/套,1.0,1.0,1.0,1.0
christian_dior-T恤,1.0,1.0,1.0,1.0
chopard-耳钉,1.0,1.0,1.0,1.0
chopard-机械表,1.0,1.0,0.1429,0.25
chloe-现代装饰画,1.0,1.0,1.0,1.0
chloe-墨镜,1.0,1.0,1.0,1.0
chloe-休闲鞋,1.0,1.0,0.25,0.4
chrome_hearts-休闲皮鞋,1.0,0.0,0.0,0.0
chrome_hearts-手拿包,1.0,1.0,1.0,1.0
chrome_hearts-框架眼镜,1.0,1.0,1.0,1.0
chrome_hearts-牛仔长裤,1.0,1.0,1.0,1.0
converse-时尚拖鞋,1.0,1.0,0.25,0.4
converse-平底凉鞋,1.0,1.0,1.0,1.0
converse-女士跑步鞋,1.0,1.0,0.5,0.6667
converse-女士背包,1.0,1.0,1.0,1.0
comme_des_garcons-防晒袖套,1.0,1.0,1.0,1.0
comme_des_garcons-织布机/手工编织/刺绣类,1.0,1.0,1.0,1.0
comme_des_garcons-笔记本个性小贴纸,1.0,1.0,1.0,1.0
comme_des_garcons-斜挎包,1.0,1.0,1.0,1.0
comme_des_garcons-其它手办,1.0,1.0,1.0,1.0
colgate-马克杯,1.0,0.0,0.0,0.0
coca_cola-钥匙扣,1.0,0.0,0.0,0.0
coca_cola-贴纸,1.0,1.0,1.0,1.0
coca_cola-男士足球服,1.0,1.0,1.0,1.0
coca_cola-现代装饰画,1.0,1.0,1.0,1.0
coca_cola-女袜,1.0,1.0,1.0,1.0
coca_cola-其他DIY饰品配件,1.0,1.0,1.0,1.0
coca_cola-T恤,1.0,1.0,1.0,1.0
coach-证件包,1.0,1.0,1.0,1.0
coach-腰包/胸包,1.0,1.0,1.0,1.0
coach-男式钱包,1.0,1.0,0.5,0.6667
coach-斜挎包,1.0,1.0,1.0,1.0
cleveland_cavaliers-时尚/休闲套装,1.0,0.0,0.0,0.0
cleveland_cavaliers-戒指/指环,1.0,1.0,1.0,1.0
cleveland_browns-马克杯,1.0,1.0,1.0,1.0
cleveland_browns-时尚/休闲套装,1.0,1.0,1.0,1.0
chrome_hearts-腰包/胸包,1.0,1.0,1.0,1.0
chrome_hearts-耳环,1.0,1.0,0.3333,0.5
chrome_hearts-纹身贴,1.0,1.0,1.0,1.0
chrome_hearts-短袖T恤,1.0,1.0,0.2,0.3333
chicago_bulls-男运动中长裤、短裤,1.0,1.0,1.0,1.0
chicago_bulls-男士篮球服,1.0,1.0,1.0,1.0
celine-套装（不包含爬服类）,1.0,1.0,0.3333,0.5
champion-拖鞋,1.0,1.0,1.0,1.0
chanel-围巾/丝巾/披肩,1.0,1.0,0.5,0.6667
chanel-凉鞋,1.0,1.0,0.0333,0.0645
chanel-保温杯,1.0,1.0,0.5,0.6667
chanel-乐福鞋/单鞋,1.0,1.0,0.25,0.4
chanel-两件套,1.0,1.0,0.5,0.6667
chanel-T恤,1.0,1.0,0.5,0.6667
chanel-A型连衣裙,1.0,1.0,0.0169,0.0333
champion-马克杯,1.0,1.0,1.0,1.0
champion-靴子,1.0,1.0,0.2,0.3333
champion-苹果手机保护壳/套,1.0,1.0,1.0,1.0
champion-短袖T恤,1.0,1.0,1.0,1.0
champion-男式板鞋,1.0,1.0,0.1429,0.25
champion-男士跑步鞋,1.0,1.0,0.3333,0.5
champion-棉布短裤,1.0,1.0,1.0,1.0
champion-戒指/指环,1.0,0.0,0.0,0.0
chicago_bulls-时尚/休闲套装,1.0,1.0,1.0,1.0
champion-女士跑步鞋,1.0,1.0,0.3333,0.5
champion-休闲鞋,1.0,1.0,0.0769,0.1429
champion-休闲短裤,1.0,1.0,1.0,1.0
cerave-面部精华,1.0,0.0,0.0,0.0
cerave-乳液/面霜,1.0,0.0,0.0,0.0
celine-鸭舌帽,1.0,1.0,0.5,0.6667
celine-高跟凉鞋,1.0,1.0,0.3333,0.5
celine-项链,1.0,1.0,0.25,0.4
celine-防晒袖套,1.0,0.0,0.0,0.0
celine-苹果手机保护壳/套,1.0,1.0,1.0,1.0
celine-皮带/腰带,1.0,1.0,0.5,0.6667
celine-现代装饰画,1.0,1.0,1.0,1.0
celine-斜挎包/拎包/腰包,1.0,1.0,0.5,0.6667
celine-女式板鞋,1.0,1.0,1.0,1.0
chanel-女士瑜伽裤,1.0,1.0,1.0,1.0
chanel-女士跑步鞋,1.0,1.0,0.5,0.6667
chanel-女式板鞋,1.0,1.0,0.3333,0.5
chanel-女式钱包,1.0,1.0,0.3333,0.5
chicago_bulls-斜挎小包,1.0,1.0,1.0,1.0
chicago_bulls-床品套件/四件套/多件套,1.0,1.0,1.0,1.0
chicago_bulls-宽沿帽/太阳帽,1.0,1.0,1.0,1.0
chicago_bulls-S型连衣裙,1.0,1.0,1.0,1.0
chicago_bears-短袖T恤,1.0,1.0,1.0,1.0
chicago_bears-时尚/休闲套装,1.0,1.0,1.0,1.0
chibi_maruko_chan-家居服套装,1.0,0.0,0.0,0.0
chibi_maruko_chan-女士睡衣/家居服套装,1.0,0.0,0.0,0.0
chelsea-女士足球服,1.0,1.0,1.0,1.0
chaumet-手镯,1.0,1.0,1.0,1.0
chaumet-手链,1.0,1.0,1.0,1.0
chanel-马克杯,1.0,1.0,0.3333,0.5
chanel-长靴,1.0,1.0,1.0,1.0
chanel-连身衣/爬服/哈衣,1.0,1.0,0.3333,0.5
chanel-连体短裤,1.0,1.0,0.5,0.6667
chanel-运动鞋,1.0,1.0,0.2,0.3333
chanel-西装,1.0,1.0,0.5,0.6667
chanel-衬衫,1.0,1.0,0.0833,0.1538
chanel-礼品盒/编织袋/包装纸,1.0,1.0,1.0,1.0
chanel-短靴,1.0,1.0,0.1429,0.25
chanel-短袖Polo衫,1.0,1.0,0.5,0.6667
chanel-眼镜盒,1.0,1.0,1.0,1.0
chanel-皮带/腰带,1.0,1.0,0.125,0.2222
chanel-男士背包,1.0,1.0,0.1111,0.2
chanel-潜水套装,1.0,1.0,0.3333,0.5
chanel-棉布短裤,1.0,1.0,1.0,1.0
chanel-拖鞋,1.0,1.0,1.0,1.0
chanel-手提包,1.0,1.0,1.0,1.0
chanel-手拿包,1.0,1.0,1.0,1.0
converse-短袖T恤,1.0,1.0,0.2,0.3333
crayon_shin_chan-三星手机保护壳/套,1.0,0.0,0.0,0.0
crayon_shin_chan-其它手办,1.0,0.0,0.0,0.0
dolce_gabbana-时尚拖鞋,1.0,1.0,1.0,1.0
doraemon-钥匙扣,1.0,0.0,0.0,0.0
doraemon-运动鞋,1.0,0.0,0.0,0.0
doraemon-笔记本个性小贴纸,1.0,0.0,0.0,0.0
doraemon-短袖T恤,1.0,0.0,0.0,0.0
doraemon-家居服套装,1.0,0.0,0.0,0.0
doraemon-婴幼套装（爬服哈衣类）,1.0,0.0,0.0,0.0
doraemon-女士跑步鞋,1.0,0.0,0.0,0.0
doraemon-其它手办,1.0,0.0,0.0,0.0
dora-抱枕/靠垫,1.0,0.0,0.0,0.0
dope-马克杯,1.0,0.0,0.0,0.0
donald_duck-苹果手机保护壳/套,1.0,1.0,1.0,1.0
donald_duck-单肩包,1.0,1.0,1.0,1.0
donald_duck-中袖T恤,1.0,1.0,1.0,1.0
dolce_gabbana-短袖Polo衫,1.0,1.0,1.0,1.0
dolce_gabbana-时尚/休闲套装,1.0,1.0,1.0,1.0
crayon_shin_chan-套装（不包含爬服类）,1.0,0.0,0.0,0.0
dolce_gabbana-手链,1.0,0.0,0.0,0.0
dolce_gabbana-彩色太阳镜,1.0,1.0,1.0,1.0
dolce_gabbana-帆布鞋,1.0,0.0,0.0,0.0
dolce_gabbana-女士跑步鞋,1.0,1.0,1.0,1.0
dolce_gabbana-休闲皮鞋,1.0,1.0,1.0,1.0
disney_tinker_bell-睡裙,1.0,0.0,0.0,0.0
disney_stellalou-钥匙扣,1.0,0.0,0.0,0.0
disney_stellalou-贴纸/贴画,1.0,0.0,0.0,0.0
disney_stellalou-时尚拖鞋,1.0,0.0,0.0,0.0
disney_stellalou-拎包/手提包,1.0,0.0,0.0,0.0
disney_stellalou-家居服套装,1.0,0.0,0.0,0.0
disney_stellalou-套装（不包含爬服类）,1.0,0.0,0.0,0.0
disney_stellalou-单肩包,1.0,0.0,0.0,0.0
disney_stellalou-其它手办,1.0,0.0,0.0,0.0
dr_martens-贴纸/贴画,1.0,1.0,1.0,1.0
